	adj	adj_c	adj_l	adj_r	adj_s	animals	attn	body	bsid	bsid_cl	bsid_clr	bsid_cr	bsid_l	bsid_lr	bsid_r	cats	clothing	codes	corr_rej	corr_rej2	ctrl	ctrl_adj	ctrl_adj_c	ctrl_adj_l	ctrl_adj_r	ctrl_adj_s	ctrl_div	ctrl_sel	ctrl_sep	ctrl_sep_e	ctrl_sep_l	ctrl_sep_r	ctrl_sep_s	d_alarm	d_rate	dist_words	distractor_RTs	distractor_times	div	div_animals	div_body	div_clothing	div_fooddrink	div_furniture	div_plants	div_weather	f_alarm	f_rate	false_alarm_times	fooddrink	furniture	h_rate	hits	index	l_c	l_e	miss	num_dists	num_norms	num_targs	osid	osid_l	osid_r	phase	plants	press_times	r_c	r_e	sel	sel_animals	sel_body	sel_clothing	sel_fooddrink	sel_furniture	sel_plants	sel_weather	sep	sep_e	sep_l	sep_r	sep_s	sndw	sndw_cl	sndw_clr	sndw_cr	sndw_l	sndw_lr	sndw_r	subj	targ_cats	targ_words	target_RTs	target_times	test	test_adj	test_adj_c	test_adj_l	test_adj_r	test_adj_s	test_div	test_sel	test_sep	test_sep_e	test_sep_l	test_sep_r	test_sep_s	times	trial	weather	words
1398	True	True	False	False	False	False	[0, 1, 1, 0]	False	False	False	False	False	False	False	False	['wrist', 'moss', 'fish', 'branch']	False	[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	0	9	True	True	True	False	False	False	True	False	False	False	False	False	False	0		[]	[]	[]	True	False	False	False	False	False	False	False	0	0.0	[]	False	False	0.6666666666666666	2	18	True	False	1	0	9	3	False	False	False	ctrl	False	[4.189966824265639, 5.615702504265755]	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	CV	[None, 'moss', 'fish', None]	['fog', 'breeze', 'stick']	[0.6899668242656389, 0.6157025042657551, -1]	[3.5, 5.0, 11.0]	False	False	False	False	False	False	False	False	False	False	False	False	False	[[0.25, 1.0, 2.25, 3.75, 4.5, 5.25, 6.25, 7.75, 8.75, 9.75, 10.75, 11.5], [0.75, 1.75, 2.75, 3.5, 4.25, 5.75, 6.5, 7.25, 8.0, 9.0, 10.0, 11.0], [0.5, 1.25, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.5, 9.25, 10.25, 11.25], [0.0, 1.5, 2.5, 3.25, 4.75, 5.5, 6.75, 7.5, 8.25, 9.5, 10.5, 11.75]]	18	False	[['wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist'], ['moss', 'moss', 'moss', 'fog', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'stick'], ['fish', 'fish', 'fish', 'fish', 'fish', 'breeze', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish'], ['branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch']]
1399	True	False	False	True	True	False	[0, 0, 1, 1]	False	False	False	False	False	False	False	False	['wrist', 'moss', 'fish', 'branch']	False	[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]]	0	9	True	True	False	False	True	True	True	False	False	False	False	False	False	0		[]	[]	[]	True	False	False	False	False	False	False	False	0	0.0	[]	False	False	1.0	3	19	False	False	0	0	9	3	False	False	False	ctrl	False	[6.715008932170576, 9.008318372170606, 12.470134692170632]	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	CV	[None, None, 'fish', 'branch']	['cloud', 'leg', 'wine']	[0.7150089321705764, 0.7583183721706064, 0.7201346921706318]	[6.0, 8.25, 11.75]	False	False	False	False	False	False	False	False	False	False	False	False	False	[[0.75, 1.75, 2.5, 3.25, 4.75, 5.5, 6.25, 7.0, 8.75, 9.5, 10.25, 11.25], [0.0, 1.0, 2.0, 3.75, 4.5, 5.25, 6.75, 7.75, 8.5, 9.25, 10.5, 11.5], [0.5, 1.25, 2.25, 3.0, 4.0, 5.0, 6.0, 7.5, 8.25, 9.0, 10.0, 11.0], [0.25, 1.5, 2.75, 3.5, 4.25, 5.75, 6.5, 7.25, 8.0, 9.75, 10.75, 11.75]]	19	False	[['wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist'], ['moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss'], ['fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'cloud', 'fish', 'leg', 'fish', 'fish', 'fish'], ['branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'wine']]
1400	True	False	False	True	True	False	[0, 0, 1, 1]	False	False	False	False	False	False	False	False	['wrist', 'moss', 'fish', 'branch']	False	[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]]	1	9	True	True	False	False	True	True	True	False	False	False	False	False	False	0	0.0	['scarf']	[-1]	[11.75]	True	False	False	False	False	False	False	False	0	0.0	[]	False	False	1.0	2	20	False	False	0	1	9	2	False	False	False	ctrl	False	[6.092351203333692, 9.066866403333506]	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	CV	[None, None, 'fish', 'branch']	['rug', 'bread']	[0.842351203333692, 0.5668664033335062]	[5.25, 8.5]	False	False	False	False	False	False	False	False	False	False	False	False	False	[[0.25, 1.0, 2.0, 3.75, 4.75, 5.5, 6.75, 7.75, 8.75, 9.5, 10.75, 11.75], [0.0, 1.5, 2.5, 3.25, 4.0, 5.0, 6.0, 7.0, 8.25, 9.75, 10.5, 11.5], [0.5, 1.25, 2.25, 3.0, 4.5, 5.75, 6.5, 7.5, 8.5, 9.25, 10.0, 11.25], [0.75, 1.75, 2.75, 3.5, 4.25, 5.25, 6.25, 7.25, 8.0, 9.0, 10.25, 11.0]]	20	False	[['wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'scarf'], ['moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss'], ['fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'bread', 'fish', 'fish', 'fish'], ['branch', 'branch', 'branch', 'branch', 'branch', 'rug', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch']]
1401	False	False	False	False	False	False	[0, 1, 0, 1]	False	False	False	False	False	False	False	False	['wrist', 'moss', 'fish', 'branch']	False	[[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]]	2	7	True	False	False	False	False	False	True	False	True	False	False	True	True	0	0.0	['rice', 'stick']	[-1, -1]	[3.0, 8.5]	True	False	False	False	False	False	False	False	1	0.125	[7.528081736665172]	False	False	1.0	2	21	True	False	0	2	8	2	True	True	False	ctrl	False	[7.15964653666515, 7.528081736665172, 10.650626376665059]	False	True	False	False	False	False	False	False	False	False	True	False	False	True	True	True	False	False	False	False	True	True	CV	[None, 'moss', None, 'branch']	['belt', 'breeze']	[0.65964653666515, 0.6506263766650591]	[6.5, 10.0]	False	False	False	False	False	False	False	False	False	False	False	False	False	[[0.75, 1.5, 2.5, 3.25, 4.0, 5.0, 6.0, 7.25, 8.5, 9.5, 10.25, 11.5], [0.25, 1.75, 2.75, 3.5, 4.75, 5.5, 6.75, 7.5, 8.25, 9.25, 10.0, 11.0], [0.5, 1.25, 2.25, 3.0, 4.25, 5.25, 6.25, 7.0, 8.0, 9.0, 10.75, 11.75], [0.0, 1.0, 2.0, 3.75, 4.5, 5.75, 6.5, 7.75, 8.75, 9.75, 10.5, 11.25]]	21	False	[['wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'stick', 'wrist', 'wrist', 'wrist'], ['moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'breeze', 'moss'], ['fish', 'fish', 'fish', 'rice', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish'], ['branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'belt', 'branch', 'branch', 'branch', 'branch', 'branch']]
1402	False	False	False	False	False	False	[0, 1, 0, 1]	False	False	False	False	False	False	False	False	['wrist', 'moss', 'fish', 'branch']	False	[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]]	0	9	True	False	False	False	False	False	True	False	True	False	False	True	True	0		[]	[]	[]	True	False	False	False	False	False	False	False	0	0.0	[]	False	False	1.0	3	22	True	False	0	0	9	3	False	False	False	ctrl	False	[5.040691604502172, 8.37831720450231, 12.137216404502169]	False	True	False	False	False	False	False	False	False	False	True	False	False	True	True	False	False	False	False	False	False	False	CV	[None, 'moss', None, 'branch']	['bark', 'dress', 'scarf']	[0.7906916045021717, 0.6283172045023093, 0.6372164045021691]	[4.25, 7.75, 11.5]	False	False	False	False	False	False	False	False	False	False	False	False	False	[[0.5, 1.75, 2.5, 3.75, 4.5, 5.5, 6.25, 7.0, 8.75, 9.5, 10.5, 11.25], [0.75, 1.5, 2.75, 3.5, 4.25, 5.25, 6.0, 7.75, 8.5, 9.25, 10.25, 11.0], [0.0, 1.25, 2.0, 3.25, 4.0, 5.0, 6.5, 7.25, 8.0, 9.75, 10.75, 11.75], [0.25, 1.0, 2.25, 3.0, 4.75, 5.75, 6.75, 7.5, 8.25, 9.0, 10.0, 11.5]]	22	False	[['wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist'], ['moss', 'moss', 'moss', 'moss', 'bark', 'moss', 'moss', 'dress', 'moss', 'moss', 'moss', 'moss'], ['fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish'], ['branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'scarf']]
1403	True	False	False	True	True	False	[0, 0, 1, 1]	False	True	False	False	False	True	True	False	['wrist', 'moss', 'fish', 'branch']	False	[[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]]	2	8	True	True	False	False	True	True	True	False	False	False	False	False	False	0	0.0	['cloud', 'dress']	[-1, -1]	[2.0, 6.0]	True	False	False	False	False	False	False	False	0	0.0	[]	False	False	1.0	2	23	False	False	0	2	8	2	False	False	False	ctrl	False	[4.55891149553031, 11.90676685553035]	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	CV	[None, None, 'fish', 'branch']	['desk', 'bird']	[0.5589114955303103, 0.6567668555303499]	[4.0, 11.25]	False	False	False	False	False	False	False	False	False	False	False	False	False	[[0.0, 1.75, 2.5, 3.25, 4.25, 5.25, 6.0, 7.0, 8.5, 9.25, 10.0, 11.0], [0.5, 1.25, 2.0, 3.75, 4.5, 5.75, 6.5, 7.75, 8.75, 9.5, 10.25, 11.75], [0.75, 1.5, 2.25, 3.0, 4.0, 5.0, 6.75, 7.5, 8.25, 9.0, 10.75, 11.5], [0.25, 1.0, 2.75, 3.5, 4.75, 5.5, 6.25, 7.25, 8.0, 9.75, 10.5, 11.25]]	23	False	[['wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'dress', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist'], ['moss', 'moss', 'cloud', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss'], ['fish', 'fish', 'fish', 'fish', 'desk', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish'], ['branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'bird']]
1404	False	False	False	False	False	False	[0, 0, 1, 0]	False	False	False	False	False	False	False	False	['wrist', 'moss', 'fish', 'branch']	False	[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	0	9	True	False	False	False	False	False	False	True	False	False	False	False	False	0		[]	[]	[]	False	False	False	False	False	False	False	False	0	0.0	[]	False	False	1.0	3	24	False	False	0	0	9	3	False	False	False	ctrl	False	[2.679174206364223, 4.98026604636425, 11.742311486364315]	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	CV	[None, None, 'fish', None]	['sky', 'stick', 'rug']	[0.6791742063642232, 0.7302660463642496, 0.742311486364315]	[2.0, 4.25, 11.0]	False	False	False	False	False	False	False	False	False	False	False	False	False	[[0.25, 1.0, 2.5, 3.25, 4.0, 5.0, 6.75, 7.75, 8.5, 9.75, 10.75, 11.5], [0.5, 1.75, 2.75, 3.5, 4.75, 5.75, 6.5, 7.25, 8.0, 9.0, 10.5, 11.75], [0.0, 1.25, 2.0, 3.0, 4.25, 5.5, 6.25, 7.0, 8.25, 9.25, 10.0, 11.0], [0.75, 1.5, 2.25, 3.75, 4.5, 5.25, 6.0, 7.5, 8.75, 9.5, 10.25, 11.25]]	24	False	[['wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist'], ['moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss'], ['fish', 'fish', 'sky', 'fish', 'stick', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'rug'], ['branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch']]
1405	False	False	False	False	False	False	[1, 0, 0, 0]	False	False	False	False	False	False	False	False	['wrist', 'moss', 'fish', 'branch']	False	[[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	2	8	True	False	False	False	False	False	False	True	False	False	False	False	False	0	0.0	['bird', 'bark']	[-1, -1]	[4.75, 9.75]	False	False	False	False	False	False	False	False	0	0.0	[]	False	False	1.0	2	25	False	True	0	2	8	2	False	False	False	ctrl	False	[3.3977756242627493, 7.87843098426265]	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	CV	['wrist', None, None, None]	['wind', 'rug']	[0.6477756242627493, 0.6284309842626499]	[2.75, 7.25]	False	False	False	False	False	False	False	False	False	False	False	False	False	[[0.5, 1.75, 2.75, 3.75, 4.5, 5.25, 6.5, 7.25, 8.25, 9.0, 10.25, 11.0], [0.25, 1.25, 2.5, 3.25, 4.0, 5.5, 6.25, 7.75, 8.75, 9.75, 10.75, 11.75], [0.0, 1.0, 2.0, 3.5, 4.75, 5.75, 6.75, 7.5, 8.5, 9.5, 10.5, 11.5], [0.75, 1.5, 2.25, 3.0, 4.25, 5.0, 6.0, 7.0, 8.0, 9.25, 10.0, 11.25]]	25	False	[['wrist', 'wrist', 'wind', 'wrist', 'wrist', 'wrist', 'wrist', 'rug', 'wrist', 'wrist', 'wrist', 'wrist'], ['moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'bark', 'moss', 'moss'], ['fish', 'fish', 'fish', 'fish', 'bird', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish'], ['branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch']]
1406	True	False	True	False	True	False	[1, 1, 0, 0]	False	False	False	False	False	False	False	False	['wrist', 'moss', 'fish', 'branch']	False	[[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	0	9	True	True	False	True	False	True	True	False	False	False	False	False	False	0		[]	[]	[]	True	False	False	False	False	False	False	False	0	0.0	[]	False	False	1.0	3	26	True	True	0	0	9	3	False	False	False	ctrl	False	[3.3002373502849878, 6.3734661502851395, 8.320253990284982]	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	CV	['wrist', 'moss', None, None]	['pig', 'rug', 'foot']	[0.5502373502849878, 0.6234661502851395, 0.8202539902849821]	[2.75, 5.75, 7.5]	False	False	False	False	False	False	False	False	False	False	False	False	False	[[0.25, 1.0, 2.75, 3.75, 4.5, 5.5, 6.5, 7.5, 8.75, 9.5, 10.75, 11.75], [0.0, 1.5, 2.25, 3.0, 4.75, 5.75, 6.75, 7.75, 8.5, 9.75, 10.5, 11.25], [0.5, 1.25, 2.0, 3.5, 4.25, 5.0, 6.0, 7.25, 8.25, 9.0, 10.25, 11.5], [0.75, 1.75, 2.5, 3.25, 4.0, 5.25, 6.25, 7.0, 8.0, 9.25, 10.0, 11.0]]	26	False	[['wrist', 'wrist', 'pig', 'wrist', 'wrist', 'wrist', 'wrist', 'foot', 'wrist', 'wrist', 'wrist', 'wrist'], ['moss', 'moss', 'moss', 'moss', 'moss', 'rug', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss'], ['fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish'], ['branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch']]
1407	False	False	False	False	False	False	[1, 0, 0, 0]	False	False	False	False	False	False	False	False	['wrist', 'moss', 'fish', 'branch']	False	[[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	2	8	True	False	False	False	False	False	False	True	False	False	False	False	False	0	0.0	['leaf', 'rain']	[-1, -1]	[2.25, 8.75]	False	False	False	False	False	False	False	False	0	0.0	[]	False	False	1.0	2	27	False	True	0	2	8	2	False	False	False	ctrl	False	[5.142166698386291, 12.094512298386235]	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	CV	['wrist', None, None, None]	['wind', 'cloud']	[0.8921666983862906, 0.8445122983862348]	[4.25, 11.25]	False	False	False	False	False	False	False	False	False	False	False	False	False	[[0.0, 1.0, 2.5, 3.5, 4.25, 5.75, 6.75, 7.5, 8.25, 9.0, 10.25, 11.25], [0.5, 1.25, 2.0, 3.25, 4.5, 5.25, 6.0, 7.0, 8.75, 9.5, 10.5, 11.5], [0.25, 1.5, 2.25, 3.0, 4.0, 5.0, 6.25, 7.75, 8.5, 9.25, 10.0, 11.0], [0.75, 1.75, 2.75, 3.75, 4.75, 5.5, 6.5, 7.25, 8.0, 9.75, 10.75, 11.75]]	27	False	[['wrist', 'wrist', 'wrist', 'wrist', 'wind', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'cloud'], ['moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'rain', 'moss', 'moss', 'moss'], ['fish', 'fish', 'leaf', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish'], ['branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch']]
1408	False	False	False	False	False	False	[0, 0, 0, 1]	False	False	False	False	False	False	False	False	['wrist', 'moss', 'fish', 'branch']	False	[[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]]	1	9	True	False	False	False	False	False	False	True	False	False	False	False	False	0	0.0	['bread']	[-1]	[7.5]	False	False	False	False	False	False	False	False	0	0.0	[]	False	False	1.0	2	28	False	False	0	1	9	2	False	False	False	ctrl	False	[2.5011054815354328, 11.104876361535617]	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	CV	[None, None, None, 'branch']	['belt', 'wind']	[0.5011054815354328, 0.6048763615356165]	[2.0, 10.5]	False	False	False	False	False	False	False	False	False	False	False	False	False	[[0.25, 1.25, 2.25, 3.25, 4.0, 5.0, 6.0, 7.5, 8.25, 9.5, 10.75, 11.75], [0.75, 1.75, 2.5, 3.75, 4.75, 5.5, 6.5, 7.25, 8.0, 9.0, 10.0, 11.0], [0.5, 1.5, 2.75, 3.5, 4.5, 5.75, 6.75, 7.75, 8.5, 9.25, 10.25, 11.25], [0.0, 1.0, 2.0, 3.0, 4.25, 5.25, 6.25, 7.0, 8.75, 9.75, 10.5, 11.5]]	28	False	[['wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'bread', 'wrist', 'wrist', 'wrist', 'wrist'], ['moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss'], ['fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish'], ['branch', 'branch', 'belt', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'wind', 'branch']]
1409	False	False	False	False	False	False	[1, 0, 1, 0]	False	False	False	False	False	False	False	False	['wrist', 'moss', 'fish', 'branch']	False	[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	1	9	True	False	False	False	False	False	True	False	True	False	True	False	True	0	0.0	['cloud']	[-1]	[8.75]	True	False	False	False	False	False	False	False	0	0.0	[]	False	False	1.0	2	29	False	True	0	1	9	2	False	False	False	ctrl	False	[3.1254349968737642, 11.433228916873759]	True	False	False	False	False	False	False	False	False	False	True	False	True	False	True	True	False	False	False	True	True	False	CV	['wrist', None, 'fish', None]	['beer', 'stick']	[0.6254349968737642, 0.6832289168737589]	[2.5, 10.75]	False	False	False	False	False	False	False	False	False	False	False	False	False	[[0.0, 1.0, 2.0, 3.5, 4.25, 5.0, 6.0, 7.75, 8.5, 9.75, 10.75, 11.75], [0.5, 1.5, 2.25, 3.0, 4.75, 5.75, 6.75, 7.5, 8.75, 9.5, 10.25, 11.25], [0.75, 1.75, 2.5, 3.25, 4.0, 5.25, 6.5, 7.25, 8.0, 9.0, 10.5, 11.5], [0.25, 1.25, 2.75, 3.75, 4.5, 5.5, 6.25, 7.0, 8.25, 9.25, 10.0, 11.0]]	29	False	[['wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'stick', 'wrist'], ['moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'moss', 'cloud', 'moss', 'moss', 'moss'], ['fish', 'fish', 'beer', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish', 'fish'], ['branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch', 'branch']]
1410	False	False	False	False	False	False	[0, 1, 0, 0]	False	False	False	False	False	False	False	False	['cake', 'hail', 'fruit', 'knee']	False	[[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]	2	8	True	False	False	False	False	False	False	True	False	False	False	False	False	0	0.0	['pig', 'sky']	[-1, -1]	[3.5, 5.5]	False	False	False	False	False	False	False	False	0	0.0	[]	False	False	1.0	2	30	True	False	0	2	8	2	False	False	False	ctrl	False	[7.850309651388216, 10.467325971388163]	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	CV	[None, 'hail', None, None]	['rain', 'dress']	[0.6003096513882156, 0.7173259713881635]	[7.25, 9.75]	False	False	False	False	False	False	False	False	False	False	False	False	False	[[0.0, 1.0, 2.0, 3.0, 4.75, 5.5, 6.75, 7.75, 8.5, 9.25, 10.0, 11.0], [0.75, 1.75, 2.75, 3.75, 4.5, 5.75, 6.5, 7.25, 8.75, 9.75, 10.5, 11.75], [0.5, 1.5, 2.25, 3.5, 4.25, 5.25, 6.25, 7.0, 8.0, 9.5, 10.75, 11.5], [0.25, 1.25, 2.5, 3.25, 4.0, 5.0, 6.0, 7.5, 8.25, 9.0, 10.25, 11.25]]	30	False	[['cake', 'cake', 'cake', 'cake', 'cake', 'sky', 'cake', 'cake', 'cake', 'cake', 'cake', 'cake'], ['hail', 'hail', 'hail', 'hail', 'hail', 'hail', 'hail', 'rain', 'hail', 'dress', 'hail', 'hail'], ['fruit', 'fruit', 'fruit', 'pig', 'fruit', 'fruit', 'fruit', 'fruit', 'fruit', 'fruit', 'fruit', 'fruit'], ['knee', 'knee', 'knee', 'knee', 'knee', 'knee', 'knee', 'knee', 'knee', 'knee', 'knee', 'knee']]
